year,moisture,nh4,no3,dnra,min,nitr,crop,type,mnum,sampID,nlevel,prepost,ntime,pH_DI,type2,type3,mxgN,n2oavg,nn2o,an2o,n15n2o,a15n2o
2018,0.318485523,0.934418538,17.79642579,1.37635684,4.410850167,,soy,annual,1,N2-4,2,,16,5.6375,Conventional,Soy,,2.04747886,2.048562813,2.046394907,0.733689309,0.112709937
2018,0.223862239,0.762373822,11.30159566,0.161337806,6.470831234,0.793230967,soy,annual,4,N2-4,2,,1,5.6375,Conventional,Soy,,0.201057933,0.189267253,0.212848612,0.186425261,0.02271399
2018,0.191528545,0.494195001,23.02539562,2.552460745,5.83343131,6.256079705,soy,annual,2,N2-4,2,,16,5.6375,Conventional,Soy,,0.002378935,0.001715684,0.003042185,0.004112311,0.000568363
2018,0.145129225,0.657961178,10.78600566,0.103563264,4.747226854,,soy,annual,3,N2-4,2,,16,5.6375,Conventional,Soy,,0.001377727,0.000195814,0.002559641,,
2018,0.198067633,0.878790078,11.30159566,,7.790170499,,soy,annual,5,N2-4,2,,16,5.6375,Conventional,Soy,,0.10124559,0.064445072,0.138046109,,
2018,0.338959212,2.22363592,19.75308236,7.680195352,6.772167421,12.57967496,soy,annual,1,N3-1,3,,16,5.6375,Conventional,Soy,,1.523908155,1.571262332,1.476553977,0.565557722,0.095156243
2018,0.250623441,0.955159822,15.86921249,0.436835017,6.877765664,22.32178458,soy,annual,4,N3-1,3,,1,5.6375,Conventional,Soy,,0.069306793,0.07390679,0.064706796,0.078766692,0.008256355
2018,0.202380952,0.244023232,16.187525,4.054380946,3.765133264,54.73694575,soy,annual,2,N3-1,3,,16,5.6375,Conventional,Soy,,-6.56E-05,-0.000298442,0.000167213,0.000381795,0.000324949
2018,0.151282051,0.628539864,16.64475903,0.079403277,1.372756616,15.23893638,soy,annual,3,N3-1,3,,16,5.6375,Conventional,Soy,,0.000425371,0.000639391,0.00021135,,
2018,0.249488753,0.836491602,15.86921249,,8.137911122,,soy,annual,5,N3-1,3,,16,5.6375,Conventional,Soy,,0.133283214,0.134359271,0.132207156,,
2018,0.285517241,1.105182063,26.7428555,5.802080542,2.428148295,48.89605864,soy,annual,1,N3-2,3,,16,5.6375,Conventional,Soy,,1.158472151,1.300250025,1.016694276,0.522388866,0.052388042
2018,0.252148997,1.128896044,21.63711583,0.609543569,7.700761568,83.74394482,soy,annual,4,N3-2,3,,1,5.6375,Conventional,Soy,,0.060583846,0.047086865,0.074080826,0.053824544,0.007805961
2018,0.197657394,0.493982374,19.17356555,,2.77119256,,soy,annual,2,N3-2,3,,16,5.6375,Conventional,Soy,,0.004528475,0.001576699,0.007480251,0.000841222,0.000933452
2018,0.155802862,0.749841481,21.68395557,0.229998401,3.329454991,,soy,annual,3,N3-2,3,,16,5.6375,Conventional,Soy,,9.19E-05,-1.52E-05,0.000199078,,
2018,0.246879334,0.74054237,21.63711583,,7.661199612,,soy,annual,5,N3-2,3,,16,5.6375,Conventional,Soy,,0.124416582,0.139581075,0.109252089,,
2018,0.333810888,0.988447824,34.86282189,1.145251422,2.946142288,,soy,annual,1,N3-3,3,,16,5.6375,Conventional,Soy,,1.827581457,1.53673423,2.118428683,0.480248112,0.115326461
2018,0.169657423,0.753107232,20.02671229,2.186398385,6.138119037,27.67958095,soy,annual,2,N3-3,3,,16,5.6375,Conventional,Soy,,0.006396622,0.00799897,0.004794275,0.009013129,0.001243676
2018,0.228013029,0.987053137,18.85450931,0.184759125,11.18525129,6.315658651,soy,annual,4,N3-3,3,,1,5.6375,Conventional,Soy,,0.061934612,0.010400515,0.11346871,0.006929533,0.010229159
2018,0.135775862,0.937611469,24.20842714,0.100408395,5.777258129,13.31027718,soy,annual,3,N3-3,3,,16,5.6375,Conventional,Soy,,0.002405303,1.27E-05,0.004797874,,
2018,0.246105919,0.93833161,18.85450931,,9.736856384,,soy,annual,5,N3-3,3,,16,5.6375,Conventional,Soy,,0.217137665,0.239724068,0.194551262,,
2018,0.324207493,1.788588466,21.28641088,1.583873718,3.772985921,2.250616146,soy,annual,1,N3-4,3,,16,5.6375,Conventional,Soy,,2.661027615,3.168736489,2.153318741,1.078651881,0.120207851
2018,0.231149567,0.735117645,17.42099031,0.229861551,5.46855857,,soy,annual,4,N3-4,3,,1,5.6375,Conventional,Soy,,0.173468449,0.110804059,0.23613284,0.13610347,0.021967498
2018,0.202772964,0.599867185,29.25876386,3.011954808,6.398309481,26.80983388,soy,annual,2,N3-4,3,,16,5.6375,Conventional,Soy,,0.002462939,0.001241112,0.003684765,0.001566859,0.001383366
2018,0.137037037,0.531238056,17.22443963,0.081794548,4.922461754,8.213038104,soy,annual,3,N3-4,3,,16,5.6375,Conventional,Soy,,0.000942061,-0.000410048,0.00229417,,
2018,0.20738975,0.938893128,17.42099031,,10.63352955,,soy,annual,5,N3-4,3,,16,5.6375,Conventional,Soy,,0.25425162,0.238701564,0.269801676,,
2018,0.339015152,1.979723061,27.97548882,18.6429358,5.882212028,,soy,annual,1,N4-1,4,,16,5.6375,Conventional,Soy,,2.625775056,2.448929734,2.802620379,1.047489729,0.254985849
2018,0.251564456,0.896912673,24.6450524,0.672633245,8.004967164,26.55885721,soy,annual,4,N4-1,4,,1,5.6375,Conventional,Soy,,0.106447348,0.080082887,0.132811809,0.073908796,0.017523173
2018,0.197718631,0.999244128,22.34680493,7.164152378,4.132990187,,soy,annual,2,N4-1,4,,16,5.6375,Conventional,Soy,,0.001071269,0.000831348,0.001311189,0.001440989,0.000403889
2018,0.151181102,0.834791137,22.78789849,0.370281399,3.935622001,34.40581091,soy,annual,3,N4-1,4,,16,5.6375,Conventional,Soy,,0.000420722,5.05E-05,0.000790985,,
2018,0.25,0.01969799,24.6450524,,2.00381634,,soy,annual,5,N4-1,4,,16,5.6375,Conventional,Soy,,0.207141684,0.214689772,0.199593597,,
2018,0.304012346,0.462602886,36.6537128,6.388452311,3.898380828,,soy,annual,1,N4-2,4,,16,5.6375,Conventional,Soy,,1.569580561,1.241746364,1.897414757,0.63281895,0.077024849
2018,0.246511628,1.010620365,32.77602613,0.340237288,5.342438927,0.63058158,soy,annual,4,N4-2,4,,1,5.6375,Conventional,Soy,,0.165122339,0.260992353,0.069252325,0.251990453,0.009145879
2018,0.203036053,0.531015666,24.86739806,,,,soy,annual,2,N4-2,4,,16,5.6375,Conventional,Soy,,0.007733077,0.004074222,0.011391933,0.005983346,0.002928741
2018,0.153988868,0.776092586,28.65371172,0.130503467,3.021779962,,soy,annual,3,N4-2,4,,16,5.6375,Conventional,Soy,,-0.000127233,-0.000605873,0.000351408,,
2018,0.25349087,0.898500522,32.77602613,,7.527686667,,soy,annual,5,N4-2,4,,16,5.6375,Conventional,Soy,,0.066719689,0.082724718,0.05071466,,
2018,0.318322981,2.371722567,38.71327625,5.145415349,4.818096808,,soy,annual,1,N4-3,4,,16,5.6375,Conventional,Soy,,1.992781266,2.166455236,1.819107296,0.743836952,0.078021904
2018,0.224592221,0.964535054,28.2322687,0.31140591,9.588146524,27.23071972,soy,annual,4,N4-3,4,,1,5.6375,Conventional,Soy,,0.020132272,0.022461569,0.017802975,0.011638067,0.002504226
2018,0.190740741,0.6118377,25.42792309,2.50017765,6.719352973,,soy,annual,2,N4-3,4,,16,5.6375,Conventional,Soy,,0.009764549,0.010172785,0.009356313,0.010072518,0.001147659
2018,0.130742049,0.848604877,25.88381645,0.091306349,5.099988319,,soy,annual,3,N4-3,4,,16,5.6375,Conventional,Soy,,0.000492629,0.00031095,0.000674308,,
2018,0.242693774,1.278097049,28.2322687,,8.909869166,,soy,annual,5,N4-3,4,,16,5.6375,Conventional,Soy,,0.18849335,0.17983721,0.19714949,,
2018,0.298418972,1.376192184,28.57720948,2.593561511,3.228489567,,soy,annual,1,N4-4,4,,16,5.6375,Conventional,Soy,,1.531666283,1.174311255,1.889021312,0.54198378,0.094953544
2018,0.216186253,1.009711839,25.69460356,0.339965734,8.187001828,,soy,annual,4,N4-4,4,,1,5.6375,Conventional,Soy,,0.181098917,0.170468027,0.191729808,0.157196067,0.017250027
2018,0.191424196,0.583781358,36.02693995,2.056792758,3.898807655,186.5210051,soy,annual,2,N4-4,4,,16,5.6375,Conventional,Soy,,0.00085631,0.000520093,0.001192526,0.00035719,0.000708555
2018,0.137566138,0.534723806,24.56905217,0.156089145,4.890799857,,soy,annual,3,N4-4,4,,16,5.6375,Conventional,Soy,,0.011312107,0.022097364,0.00052685,,
2018,0.211129296,0.82604643,25.69460356,,9.323502867,,soy,annual,5,N4-4,4,,16,5.6375,Conventional,Soy,,0.201707418,0.287263474,0.116151361,,
2018,0.350877193,2.49096949,40.76182029,4.555366604,4.001863253,120.4598686,soy,annual,1,N5-1,5,,16,5.6375,Conventional,Soy,,2.320633582,2.452146224,2.18912094,1.049775813,0.196676618
2018,0.24726477,0.900891314,29.83505161,0.244936993,8.891756057,,soy,annual,4,N5-1,5,,1,5.6375,Conventional,Soy,,0.056160114,0.034744472,0.077575757,0.051991703,0.013384298
2018,0.203219316,0.776985336,31.56922321,0.340003209,1.767676828,57.53051498,soy,annual,2,N5-1,5,,16,5.6375,Conventional,Soy,,0.004768662,0.001057882,0.008479442,0.000389713,0.000891699
2018,0.150387597,0.80193955,36.32375842,0.090344759,2.518979974,,soy,annual,3,N5-1,5,,16,5.6375,Conventional,Soy,,-0.000119401,-0.000378176,0.000139375,,
2018,0.25596817,0.942442879,29.83505161,,3.955902474,,soy,annual,5,N5-1,5,,16,5.6375,Conventional,Soy,,0.201596935,0.109147746,0.294046125,,
2018,0.315315315,0.680105386,48.27005468,1.822632944,3.726633264,60.7526602,soy,annual,1,N5-2,5,,16,5.6375,Conventional,Soy,,1.347856712,1.193103661,1.502609762,0.400566343,0.086475707
2018,0.247344461,1.014845642,57.19320585,0.410587665,8.432660855,,soy,annual,4,N5-2,5,,1,5.6375,Conventional,Soy,,0.105926761,0.025162076,0.186691446,0.025261825,0.023572022
2018,0.203319502,0.63473575,33.23727324,2.103870273,8.197801126,,soy,annual,2,N5-2,5,,16,5.6375,Conventional,Soy,,0.010866214,0.001078236,0.020654192,0.000545202,0.001030331
2018,0.149882904,0.600827977,46.41272387,0.199156173,2.488939229,,soy,annual,3,N5-2,5,,16,5.6375,Conventional,Soy,,0.000326914,0.000589383,6.44E-05,,
2018,0.248677249,1.095750976,57.19320585,,4.090144824,,soy,annual,5,N5-2,5,,16,5.6375,Conventional,Soy,,0.09151328,0.023072957,0.159953602,,
2018,0.339721254,1.070019273,61.95906139,2.617638044,6.924217138,57.23128257,soy,annual,1,N5-3,5,,16,5.6375,Conventional,Soy,,2.155477075,1.858623611,2.452330539,0.530964812,0.171882364
2018,0.207627119,1.155582285,33.19686939,0.308919696,11.55013896,1.852425813,soy,annual,4,N5-3,5,,1,5.6375,Conventional,Soy,,0.028170987,0.005242473,0.051099502,0.020972883,0.005728287
2018,0.18597561,1.012587148,32.39394183,5.771810741,7.590014925,52.4427137,soy,annual,2,N5-3,5,,16,5.6375,Conventional,Soy,,0.00328965,0.00172095,0.00485835,0.001584093,0.001217525
2018,0.122641509,0.956969794,38.63423379,0.288371713,7.356940443,16.66323032,soy,annual,3,N5-3,5,,16,5.6375,Conventional,Soy,,0.003739767,0.000596284,0.006883251,,
2018,0.234972678,0.909583651,33.19686939,,9.693087708,,soy,annual,5,N5-3,5,,16,5.6375,Conventional,Soy,,0.101724476,0.037361619,0.166087333,,
2018,0.318501171,0.863235303,47.90736837,1.95282576,6.42911901,37.07823086,soy,annual,1,N5-4,5,,16,5.6375,Conventional,Soy,,2.000392249,1.696645113,2.304139385,0.496040248,0.139472842
2018,0.227832512,1.174054656,46.11744931,0.284866701,7.127868456,43.00589939,soy,annual,4,N5-4,5,,1,5.6375,Conventional,Soy,,0.139763291,0.073660414,0.205866167,0.073336199,0.020714906
2018,0.195783133,1.072266855,37.54009789,5.084913667,4.381163021,,soy,annual,2,N5-4,5,,16,5.6375,Conventional,Soy,,0.001781007,0.001616237,0.001945777,8.06E-05,0.000877705
2018,0.135435993,0.623195253,32.26611329,0.217812459,2.894883612,24.6408677,soy,annual,3,N5-4,5,,16,5.6375,Conventional,Soy,,0.004414505,0.003964282,0.004864727,,
2018,0.213953488,1.072754034,46.11744931,,9.266580264,,soy,annual,5,N5-4,5,,16,5.6375,Conventional,Soy,,0.394135487,0.133782236,0.654488739,,
2018,0.33256351,1.85795671,48.79240915,2.005729825,1.864435996,161.0476443,soy,annual,1,N6-1,6,,16,5.6375,Conventional,Soy,,2.24573476,2.24822074,2.24324878,0.628934366,0.157182799
2018,0.256647399,0.918846424,44.7411274,0.030054986,9.200549865,27.71901437,soy,annual,4,N6-1,6,,1,5.6375,Conventional,Soy,,0.113004766,0.025344548,0.200664983,0.024762837,0.02509586
2018,0.184100418,0.504481621,24.3718115,3.295226538,5.545151152,,soy,annual,2,N6-1,6,,16,5.6375,Conventional,Soy,,0.009013515,0.013911424,0.004115606,0.005639313,0.00043132
2018,0.149105368,0.058681864,37.91382354,0.166627735,1.377512294,,soy,annual,3,N6-1,6,,16,5.6375,Conventional,Soy,,0.002330971,-7.10E-05,0.004732985,,
2018,0.250659631,0.615601497,44.7411274,,7.518696217,,soy,annual,5,N6-1,6,,16,5.6375,Conventional,Soy,,0.106564332,0.098745421,0.114383243,,
2018,0.307832423,0.596136219,54.50614981,2.414033692,4.951046584,20.9291821,soy,annual,1,N6-2,6,,16,5.6375,Conventional,Soy,,1.332181286,1.257096634,1.407265938,0.3680533,0.048860803
2018,0.247142857,0.308279626,46.01220398,0.141227759,8.480439749,12.3140125,soy,annual,4,N6-2,6,,1,5.6375,Conventional,Soy,,0.050896384,0.030025865,0.071766903,0.02978657,0.009200281
2018,0.198113208,1.297850807,31.0393722,12.05412293,7.197161497,19.35217955,soy,annual,2,N6-2,6,,16,5.6375,Conventional,Soy,,0.004267477,0.003063282,0.005471672,0.001288192,0.001059513
2018,0.151394422,0.698909421,47.8446021,0.169995448,2.610046589,14.0528818,soy,annual,3,N6-2,6,,16,5.6375,Conventional,Soy,,8.19E-05,-0.000713644,0.000877517,,
2018,0.249017038,0.867849096,46.01220398,,6.55483983,,soy,annual,5,N6-2,6,,16,5.6375,Conventional,Soy,,0.091824886,0.095810031,0.087839742,,
2018,0.320720721,0.815574406,53.2645032,1.791666218,3.745898991,58.10294975,soy,annual,1,N6-3,6,,16,5.6375,Conventional,Soy,,2.537675425,2.635244678,2.440106172,0.824649375,0.154171613
2018,0.221598878,1.014659896,41.25879768,0.283410594,9.961424063,30.0550986,soy,annual,4,N6-3,6,,1,5.6375,Conventional,Soy,,0.037780842,0.04132537,0.034236314,0.08808344,0.004185539
2018,0.185059423,0.573602166,34.32778473,2.684121119,5.523822468,39.6438185,soy,annual,2,N6-3,6,,16,5.6375,Conventional,Soy,,0.00252796,0.003732311,0.00132361,0.003817491,0.001066404
2018,0.124489796,0.829076649,43.73726897,,,48.75280615,soy,annual,3,N6-3,6,,16,5.6375,Conventional,Soy,,0.000567818,0.00048303,0.000652605,,
2018,0.237125749,0.252802006,41.25879768,,6.885187906,,soy,annual,5,N6-3,6,,16,5.6375,Conventional,Soy,,0.215672414,0.209921413,0.221423416,,
2018,0.296173045,0.741689745,57.76589818,2.514375162,6.084335994,106.8031769,soy,annual,1,N6-4,6,,16,5.6375,Conventional,Soy,,1.776270895,1.906677778,1.645864012,0.461468889,0.062836857
2018,0.230040595,0.943796284,42.70647069,0.25488716,7.614324545,11.4633043,soy,annual,4,N6-4,6,,1,5.6375,Conventional,Soy,,0.089769955,0.035982109,0.1435578,0.038267308,0.019400202
2018,0.188365651,0.629355942,40.06428541,2.710015869,5.312346475,139.9338156,soy,annual,2,N6-4,6,,16,5.6375,Conventional,Soy,,0.003129072,0.000672828,0.005585316,0.00138287,0.000862943
2018,0.14380531,0.688303584,36.15110976,0.199250651,3.550297192,16.97990524,soy,annual,3,N6-4,6,,16,5.6375,Conventional,Soy,,0.003100453,0.002109572,0.004091334,,
2018,0.215608466,0.697469542,42.70647069,,3.592429458,,soy,annual,5,N6-4,6,,16,5.6375,Conventional,Soy,,0.217186767,0.1859136,0.248459934,,
2018,0.340557276,1.031833635,58.06329198,1.606460617,4.043873028,,soy,annual,1,N7-1,7,,16,5.6375,Conventional,Soy,,2.188180045,2.357789859,2.01857023,0.917785564,0.1493952
2018,0.256838906,0.765579334,54.67497184,,,12.03268526,soy,annual,4,N7-1,7,,1,5.6375,Conventional,Soy,,0.091492809,0.050665976,0.132319642,0.04911001,0.026945575
2018,0.199637024,0.562280553,40.4847537,3.853466587,4.229038439,178.4496199,soy,annual,2,N7-1,7,,16,5.6375,Conventional,Soy,,0.000742515,0.001058496,0.000426535,0.001123205,0.000430352
2018,0.147275405,0.722460317,42.02926299,,,34.33759976,soy,annual,3,N7-1,7,,16,5.6375,Conventional,Soy,,0.001001339,0.000811017,0.001191662,,
2018,0.253275109,,54.67497184,,,,soy,annual,5,N7-1,7,,16,5.6375,Conventional,Soy,,0.136681135,0.078749671,0.194612599,,
2018,0.29537037,0.833188911,52.24765762,5.514199045,4.464449969,,soy,annual,1,N7-2,7,,16,5.6375,Conventional,Soy,,1.249087203,1.242526852,1.255647553,0.64811458,0.048889173
2018,0.248188406,1.22154525,64.78069392,0.512972994,7.130672692,66.51989975,soy,annual,4,N7-2,7,,1,5.6375,Conventional,Soy,,0.099389043,0.094960747,0.10381734,0.065578402,0.010717363
2018,0.212658228,0.726671161,56.00617217,2.266413787,7.278616305,,soy,annual,2,N7-2,7,,16,5.6375,Conventional,Soy,,0.002875213,0.002386493,0.003363933,0.000274679,0.001439797
2018,0.153846154,0.790630723,52.27347751,,2.882711623,,soy,annual,3,N7-2,7,,16,5.6375,Conventional,Soy,,0.000408755,0.000316356,0.000501154,,
2018,0.256084656,0.91709614,64.78069392,,10.33184408,,soy,annual,5,N7-2,7,,16,5.6375,Conventional,Soy,,0.037524945,0.019798292,0.055251598,,
2018,0.319128788,1.245957502,65.12305142,2.227659536,5.099282242,64.82488847,soy,annual,1,N7-3,7,,16,5.6375,Conventional,Soy,,2.534306142,2.660743407,2.407868876,0.938492782,0.105938265
2018,0.221238938,1.168009399,54.0297087,0.572093864,9.425735373,,soy,annual,4,N7-3,7,,1,5.6375,Conventional,Soy,,0.025053854,0.014431037,0.035676672,0.007691032,0.005120764
2018,0.18767507,0.57181478,47.34455525,,,149.5045137,soy,annual,2,N7-3,7,,16,5.6375,Conventional,Soy,,0.009222359,0.004458104,0.013986613,0.004180096,0.006146511
2018,0.129213483,0.850999277,42.7938759,0.298351288,4.910310668,17.75309012,soy,annual,3,N7-3,7,,16,5.6375,Conventional,Soy,,0.001260763,0.000848736,0.001672791,,
2018,0.24079602,0.686695434,54.0297087,,8.909050064,,soy,annual,5,N7-3,7,,16,5.6375,Conventional,Soy,,0.223062455,0.182385095,0.263739814,,
2018,0.291262136,1.185751437,64.40890908,3.017957861,5.317037548,62.55819076,soy,annual,1,N7-4,7,,16,5.6375,Conventional,Soy,,1.990957738,1.807262092,2.174653384,0.696452486,0.097303391
2018,0.230894309,1.01344793,57.59276405,0.416267198,8.292982993,,soy,annual,4,N7-4,7,,1,5.6375,Conventional,Soy,,0.132092883,0.085342805,0.17884296,0.082245867,0.027935645
2018,0.183066362,0.699680918,58.40681105,2.913424555,4.973543399,,soy,annual,2,N7-4,7,,16,5.6375,Conventional,Soy,,0.002908865,0.00404892,0.001768809,0.001244041,0.001071683
2018,0.131313131,0.780307131,41.54538706,0.438729254,5.91067698,37.24446043,soy,annual,3,N7-4,7,,16,5.6375,Conventional,Soy,,0.004499167,0.007531302,0.001467031,,
2018,0.195985832,0.948511247,57.59276405,,9.602411355,,soy,annual,5,N7-4,7,,16,5.6375,Conventional,Soy,,0.288086494,0.261072318,0.31510067,,
2018,0.336578581,1.585489114,67.64648753,4.221734629,5.633403252,71.14046449,soy,annual,1,N8-1,8,,16,5.6375,Conventional,Soy,,2.068750687,2.219710813,1.917790562,0.655394479,0.077505738
2018,0.248826291,0.931909069,55.86119741,0.375395127,8.128732495,,soy,annual,4,N8-1,8,,1,5.6375,Conventional,Soy,,0.047273306,0.027654625,0.066891988,0.036185957,0.006900967
2018,0.194092827,0.567177075,60.8340792,2.550176268,4.072331311,,soy,annual,2,N8-1,8,,16,5.6375,Conventional,Soy,,-0.002748569,0.00035591,-0.005853047,-0.000512366,0.000230194
2018,0.149193548,0.710994384,73.03098095,0.209468362,3.708907466,55.76422844,soy,annual,3,N8-1,8,,16,5.6375,Conventional,Soy,,0.000261905,-2.23E-05,0.000546138,,
2018,0.260227273,0.965047935,55.86119741,,9.467185483,,soy,annual,5,N8-1,8,,16,5.6375,Conventional,Soy,,0.123687166,0.10192297,0.145451362,,
2018,0.286023835,0.868348892,82.23058235,3.110935992,3.811423742,44.8718276,soy,annual,1,N8-2,8,,16,5.6375,Conventional,Soy,,1.356946031,1.08043677,1.633455292,0.397605675,0.050142142
2018,0.263033175,1.214907345,90.57725616,0.539457365,6.820226846,,soy,annual,4,N8-2,8,,1,5.6375,Conventional,Soy,,0.097642409,0.091089661,0.104195158,0.089909902,0.004777273
2018,0.195329087,0.680228329,68.94009085,3.134104979,5.55217577,,soy,annual,2,N8-2,8,,16,5.6375,Conventional,Soy,,0.003946039,0.005439573,0.002452505,0.003916156,0.001121581
2018,0.15719697,0.666054798,89.30496129,0.500256796,3.949580601,14.60871088,soy,annual,3,N8-2,8,,16,5.6375,Conventional,Soy,,0.000821326,0.001097295,0.000545357,,
2018,0.247987118,1.169223098,90.57725616,,9.631287064,,soy,annual,5,N8-2,8,,16,5.6375,Conventional,Soy,,0.033421743,0.023380833,0.043462652,,
2018,0.3125,1.592660036,79.58677686,3.75446885,4.31200475,37.54214072,soy,annual,1,N8-3,8,,16,5.6375,Conventional,Soy,,2.249031096,2.854935614,1.643126578,0.983826226,0.066802226
2018,0.220430108,1.198353768,60.40689933,0.698181475,10.09427162,,soy,annual,4,N8-3,8,,1,5.6375,Conventional,Soy,,0.025029263,0.010871465,0.039187061,0.005165059,0.001522592
2018,0.175438596,0.516734857,66.07329214,2.466627704,6.090331662,,soy,annual,2,N8-3,8,,16,5.6375,Conventional,Soy,,0.006880557,0.003462862,0.010298253,0.004649481,0.001138692
2018,0.127083333,1.118435393,63.68151086,0.536292619,3.853937018,55.56968607,soy,annual,3,N8-3,8,,16,5.6375,Conventional,Soy,,0.002385643,0.003168066,0.00160322,,
2018,0.248554913,1.109782906,60.40689933,,8.083598778,,soy,annual,5,N8-3,8,,16,5.6375,Conventional,Soy,,0.271774876,0.184051764,0.359497989,,
2018,0.328629032,0.89811792,87.56649719,2.295469865,4.814033802,50.2075848,soy,annual,1,N8-4,8,,16,5.6375,Conventional,Soy,,2.940295316,2.260440892,3.620149741,0.248258208,
2018,0.236596737,0.976531085,75.30531041,0.394139934,8.000783843,,soy,annual,4,N8-4,8,,1,5.6375,Conventional,Soy,,0.096410768,0.044166221,0.148655315,0.04734822,0.006998565
2018,0.181818182,0.678701211,83.20602946,2.13745255,3.112491906,,soy,annual,2,N8-4,8,,16,5.6375,Conventional,Soy,,0.002085321,0.001650446,0.002520196,0.000409614,0.001290153
2018,0.131782946,0.611637243,64.60207429,1.6170787,4.291845212,,soy,annual,3,N8-4,8,,16,5.6375,Conventional,Soy,,0.002189053,0.001135377,0.003242728,,
2018,0.215608466,0.844170395,75.30531041,,9.995559482,,soy,annual,5,N8-4,8,,16,5.6375,Conventional,Soy,,0.206939428,0.17151812,0.242360736,,
2016,0.167825223,0.351101517,1.38,,7.244107919,,corn,annual,,NT PG 11,,,,6.35,Conservation - residue,Corn,,0.000898293,0.000766159,0.001030426,0.000637506,0.000919325
2016,0.137760159,0.809627472,9.53,1.247485488,6.522069957,,corn,annual,,NT PG 12,,,,5.8,Conservation - residue,Corn,,0.00137583,0.0008521,0.001899561,-0.000395106,0.000838018
2016,0.165510406,1.203504399,1.09,0.369415258,8.866342384,3.863059066,corn,annual,,NT PG 13,,,,5.75,Conservation - residue,Corn,,0.002905158,0.001981948,0.003828368,0.001067121,0.001919543
2016,0.170634921,0.892477969,4.42,1.016654854,7.786427578,,corn,annual,,NT PG 14,,,,5.59,Conservation - residue,Corn,,0.001993267,0.001722683,0.002263852,0.000866126,0.001142486
2016,0.107920792,0.444359126,0.86,0.068315154,3.421752335,,corn,annual,,NT PG 21,,,,5.55,Conservation - no-till,Corn,,0.000535504,-4.27E-05,0.001113753,0.000108902,0.000313606
2016,0.140733399,1.10050134,0.54,0.478258053,13.72663277,3.181365709,corn,annual,,NT PG 22,,,,5.5,Conservation - no-till,Corn,,0.001239839,0.001023806,0.001455871,0.000303356,0.001536762
2016,0.149105368,0.487582076,0.37,0.039760666,2.119626886,1.942138919,corn,annual,,NT PG 23,,,,5.72,Conservation - no-till,Corn,,0.00094642,0.000715409,0.00117743,0.000209099,0.000479575
2016,0.156063618,0.604744809,0.44,0.092798172,3.124702546,4.275193911,corn,annual,,NT PG 24,,,,5.77,Conservation - no-till,Corn,,0.000326727,0.000682459,-2.90E-05,0.000278977,0.000455712
2016,0.118929633,0.388194024,0.34,0.048302296,1.658965019,1.700002336,soy,annual,,NT PG 31,,,,6.27,Conservation - residue,Soy,,0.000734551,0.001226052,0.00024305,0.000137549,0.000433281
2016,0.128230616,0.458761403,0.28,0.042236424,1.457133641,0.923104657,soy,annual,,NT PG 32,,,,6.16,Conservation - residue,Soy,,0.000637375,0.000738401,0.000536349,0.000257557,0.000349337
2016,0.132338308,0.539455508,0.35,0.086148991,4.881989894,3.20250464,soy,annual,,NT PG 33,,,,6.11,Conservation - residue,Soy,,0.00176769,0.00252304,0.00101234,1.48E-05,0.000352596
2016,0.147233202,0.562667827,0.69,0.112018261,3.874605131,4.367398322,soy,annual,,NT PG 34,,,,6.29,Conservation - residue,Soy,,0.001178164,0.001702066,0.000654261,0.000254092,0.000810538
2016,0.14612326,0.460430578,0.28,0.060453631,3.517039443,0.132459485,soy,annual,,NT PG 41,,,,5.56,Conservation - no-till,Soy,,0.000523411,0.000332215,0.000714607,6.62E-05,0.000229149
2016,0.156746032,0.376689538,0.68,0.059620864,3.398025964,,soy,annual,,NT PG 42,,,,5.38,Conservation - no-till,Soy,,0.001371465,0.000757689,0.00198524,0.000573525,0.000665009
2016,0.159563925,0.603782745,0.3,,3.68165231,,soy,annual,,NT PG 43,,,,5.84,Conservation - no-till,Soy,,0.000945638,0.000249864,0.001641413,0.000118547,0.000412789
2016,0.164193867,0.68169941,0.57,0.126801184,5.433165333,5.535505683,soy,annual,,NT PG 44,,,,5.43,Conservation - no-till,Soy,,0.001135205,0.000662259,0.001608151,0.000114234,0.000709895
2016,0.303696304,1.635501589,30.54,,,,corn,annual,,NT PP 11,,,,6.04,Conservation - residue,Corn,,0.073336676,0.092657576,0.054015776,0.070248595,0.019349934
2016,0.265432099,12.53320153,80.39,,,,corn,annual,,NT PP 12,,,,5.58,Conservation - residue,Corn,,0.42932151,0.043589531,0.815053488,0.028489904,
2016,0.279020234,11.2481116,80.91,,23.07886724,,corn,annual,,NT PP 13,,,,4.84,Conservation - residue,Corn,,0.013241885,0.006686342,0.019797428,0.002856776,0.003199395
2016,0.276243094,8.111543579,60.76,,2.0938059,,corn,annual,,NT PP 14,,,,4.94,Conservation - residue,Corn,,0.010198288,0.011617776,0.0087788,0.016987016,0.002100193
2016,0.244140625,49.50886061,99.4,,13.29431268,40.09329748,corn,annual,,NT PP 21,,,,4.45,Conservation - no-till,Corn,,0.00477936,0,0.009558719,,
2016,0.267281106,53.95668184,83.03,,21.9645649,41.95027246,corn,annual,,NT PP 22,,,,4.38,Conservation - no-till,Corn,,0.004868666,0.004353288,0.005384043,0.003473024,
